,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay,length_of_stay,n_people,night_price
4381,4247,565,LowSeason,[0-1],Standard,[0-160],[2-2],False,1,2,130.0
4382,4270,45,OffSeason,[4-7],Standard,[0-160],[3-4],True,4,4,126.9
4383,4271,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,149.67
4384,3930,565,LowSeason,[0-1],Standard,[0-160],[2-2],False,1,2,110.0
4385,4272,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False,1,2,103.5
4386,4273,417,LowSeason,[2-3],Nonref,[0-160],[3-4],False,2,4,122.82
4387,4274,569,OffSeason,[0-1],Nonref,[0-160],[2-2],False,1,2,115.0
4388,4275,192,OffSeason,[0-1],Standard,[0-160],[2-2],False,1,2,128.0
4389,706,394,LowSeason,[2-3],Standard,[0-160],[3-4],True,3,4,0.0
4390,4276,569,OffSeason,[0-1],Nonref,[0-160],[2-2],False,1,2,103.18
4391,4277,83,OffSeason,[2-3],Nonref,[0-160],[2-2],False,3,2,115.0
4392,4278,31,OffSeason,[2-3],Standard,[160-260],[3-4],True,2,4,184.5
4393,4279,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,2,2,115.0
4394,4280,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False,1,2,138.0
4395,4281,317,LowSeason,[2-3],Standard,[160-260],[2-2],False,2,2,180.0
4396,4282,79,LowSeason,[4-7],Standard,[260-360],[3-4],True,5,3,358.0
4397,4283,375,LowSeason,[2-3],Nonref,[160-260],[2-2],True,2,2,184.0
4398,4284,441,LowSeason,[0-1],Nonref,[160-260],[2-2],True,1,2,184.0
4399,4285,423,LowSeason,[2-3],Nonref,[0-160],[2-2],False,2,2,115.0
4400,4286,92,OffSeason,[4-7],Nonref,[0-160],[2-2],True,7,2,98.76
4401,4287,320,LowSeason,[2-3],Standard,[160-260],[3-4],True,2,3,200.0
4402,4288,423,LowSeason,[2-3],Nonref,[0-160],[2-2],False,3,2,148.0
4403,4289,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,3,3,124.2
4404,4290,92,OffSeason,[4-7],Nonref,[0-160],[2-2],True,4,2,98.76
4405,3456,423,LowSeason,[2-3],Nonref,[0-160],[2-2],False,2,2,140.0
4406,4291,141,OffSeason,[2-3],Standard,[260-360],[3-4],True,2,4,282.0
4407,4292,454,LowSeason,[2-3],Standard,[0-160],[3-4],False,3,4,128.0
4408,4293,467,LowSeason,[2-3],Nonref,[0-160],[1-1],True,3,1,149.33
4409,4294,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,118.51
4410,4295,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,2,4,171.0
4411,4296,428,LowSeason,[2-3],Nonref,[160-260],[5-inf],False,2,5,161.0
4412,4297,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,2,3,167.0
4413,4245,422,LowSeason,[0-1],Standard,[0-160],[3-4],False,1,4,119.0
4414,4298,30,OffSeason,[4-7],Standard,[0-160],[2-2],True,4,2,102.35
4415,4299,86,OffSeason,[4-7],Nonref,[0-160],[2-2],False,4,2,115.0
4416,4300,317,LowSeason,[2-3],Standard,[160-260],[2-2],False,2,2,170.0
4417,4301,128,OffSeason,[4-7],Nonref,[0-160],[5-inf],False,5,5,155.7
4418,1281,30,OffSeason,[4-7],Standard,[0-160],[2-2],True,7,2,113.73
4419,4303,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False,1,2,112.5
4420,4305,48,OffSeason,[2-3],Standard,[260-360],[5-inf],True,3,5,336.1
4421,4305,44,OffSeason,[2-3],Standard,[160-260],[2-2],True,3,2,198.0
4422,4306,441,LowSeason,[0-1],Nonref,[160-260],[2-2],True,1,2,173.0
4423,4307,565,LowSeason,[0-1],Standard,[0-160],[2-2],False,1,2,128.0
4424,4309,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False,1,2,115.0
4425,4310,577,LowSeason,[0-1],Nonref,[0-160],[3-4],True,1,4,155.0
4426,4311,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,130.33
4427,4312,391,LowSeason,[4-7],Nonref,[0-160],[2-2],True,4,2,112.08
4428,4313,392,LowSeason,[0-1],Nonref,[160-260],[3-4],True,1,3,173.0
4429,4315,375,LowSeason,[2-3],Nonref,[160-260],[2-2],True,2,2,173.0
4430,4316,593,NewYear,[2-3],Standard,[160-260],[2-2],False,3,2,220.0
4431,4317,47,OffSeason,[2-3],Standard,[0-160],[3-4],False,3,4,126.9
4432,4318,151,OffSeason,[2-3],Nonref,[0-160],[3-4],False,3,4,135.0
4433,4319,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,128.1
4434,4320,415,LowSeason,[2-3],Nonref,[0-160],[3-4],True,2,4,155.5
4435,4321,417,LowSeason,[2-3],Nonref,[0-160],[3-4],False,3,3,115.0
4436,4322,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,3,4,184.0
4437,4323,570,LowSeason,[4-7],Standard,[0-160],[2-2],True,5,2,135.4
4438,4324,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,2,3,173.0
4439,4325,258,OffSeason,[8-inf],Nonref,[0-160],[3-4],True,11,4,139.4
4440,4326,191,OffSeason,[0-1],Standard,[0-160],[3-4],False,1,4,103.95
4441,4327,136,OffSeason,[2-3],Nonref,[160-260],[5-inf],False,2,5,161.0
4442,4328,27,OffSeason,[2-3],Standard,[0-160],[2-2],True,2,2,138.0
4443,2618,151,OffSeason,[2-3],Nonref,[0-160],[3-4],False,2,4,115.0
4444,4329,6,OffSeason,[2-3],Standard,[160-260],[5-inf],True,3,5,176.33
4445,4330,391,LowSeason,[4-7],Nonref,[0-160],[2-2],True,6,2,145.67
4446,4331,375,LowSeason,[2-3],Nonref,[160-260],[2-2],True,2,2,184.0
4447,4332,28,OffSeason,[2-3],Standard,[0-160],[3-4],True,3,3,128.0
4448,4333,449,LowSeason,[0-1],Nonref,[260-360],[3-4],True,1,4,322.0
4449,4334,428,LowSeason,[2-3],Nonref,[160-260],[5-inf],False,2,6,230.0
4450,4335,594,WinterVacation,[4-7],Nonref,[160-260],[5-inf],True,4,5,165.6
4451,4337,28,OffSeason,[2-3],Standard,[0-160],[3-4],True,3,4,134.4
4452,4338,106,OffSeason,[4-7],Nonref,[0-160],[3-4],True,4,4,154.0
4453,4339,199,OffSeason,[4-7],Standard,[160-260],[5-inf],True,4,6,185.6
4454,4340,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,118.51
4455,4342,118,OffSeason,[2-3],Nonref,[160-260],[3-4],True,2,4,200.0
4456,4343,158,OffSeason,[2-3],Nonref,[0-160],[5-inf],True,3,5,120.98
4457,4344,595,OffSeason,[2-3],Standard,[260-360],[1-1],False,2,1,337.5
4458,4345,21,OffSeason,[8-inf],Standard,[0-160],[1-1],True,12,1,153.12
4459,4346,589,LowSeason,[4-7],Nonref,[0-160],[1-1],False,5,1,117.48
4460,4347,106,OffSeason,[4-7],Nonref,[0-160],[3-4],True,4,4,138.0
4461,4348,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,2,4,184.0
4462,4349,596,NewYear,[2-3],Nonref,[360-500],[5-inf],False,3,6,460.0
4463,706,292,OffSeason,[8-inf],Standard,[0-160],[3-4],True,16,4,0.0
4464,4350,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,2,2,115.0
4465,4351,52,WinterVacation,[4-7],Standard,[0-160],[5-inf],True,4,6,120.0
4466,4352,31,OffSeason,[2-3],Standard,[160-260],[3-4],True,3,3,233.33
4467,4351,4,WinterVacation,[4-7],Standard,[0-160],[2-2],True,7,2,154.0
4468,4353,136,OffSeason,[2-3],Nonref,[160-260],[5-inf],False,2,5,200.0
4469,4354,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,3,4,178.0
4470,1,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,105.34
4471,4355,158,OffSeason,[2-3],Nonref,[0-160],[5-inf],True,3,5,149.38
4472,4356,170,WinterVacation,[2-3],Nonref,[0-160],[3-4],False,3,4,114.3
4473,2905,441,LowSeason,[0-1],Nonref,[160-260],[2-2],True,1,2,184.0
4474,4357,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,2,2,115.0
4475,4358,204,HighSeason,[4-7],Standard,[260-360],[3-4],True,6,4,328.93
4476,4359,28,OffSeason,[2-3],Standard,[0-160],[3-4],True,3,3,95.04
4477,4360,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,2,2,126.5
4478,4361,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,2,4,159.98
4479,4363,597,NewYear,[2-3],Standard,[160-260],[5-inf],True,2,5,237.0
4480,4364,27,OffSeason,[2-3],Standard,[0-160],[2-2],True,3,2,103.95
4481,4365,439,LowSeason,[2-3],Standard,[0-160],[2-2],False,3,2,100.0
4482,802,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,2,3,150.0
4483,4367,295,LowSeason,[2-3],Standard,[160-260],[2-2],True,2,2,173.0
4484,706,454,LowSeason,[2-3],Standard,[0-160],[3-4],False,3,4,0.0
4485,4368,391,LowSeason,[4-7],Nonref,[0-160],[2-2],True,5,2,147.2
4486,4369,456,LowSeason,[4-7],Standard,[0-160],[3-4],False,4,4,128.0
4487,4370,92,OffSeason,[4-7],Nonref,[0-160],[2-2],True,4,2,98.76
4488,4371,589,LowSeason,[4-7],Nonref,[0-160],[1-1],False,4,1,132.0
4489,4372,6,OffSeason,[2-3],Standard,[160-260],[5-inf],True,2,5,246.5
4490,4373,423,LowSeason,[2-3],Nonref,[0-160],[2-2],False,2,2,109.0
4491,4374,50,OffSeason,[4-7],Standard,[160-260],[3-4],True,4,3,185.1
4492,4375,199,OffSeason,[4-7],Standard,[160-260],[5-inf],True,4,5,205.0
4493,4376,28,OffSeason,[2-3],Standard,[0-160],[3-4],True,3,3,154.0
4494,4377,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,3,4,115.0
4495,4378,151,OffSeason,[2-3],Nonref,[0-160],[3-4],False,3,4,143.29
4496,4379,423,LowSeason,[2-3],Nonref,[0-160],[2-2],False,2,2,113.0
4497,4380,598,OffSeason,[0-1],Standard,[160-260],[5-inf],False,1,8,172.8
4498,4381,28,OffSeason,[2-3],Standard,[0-160],[3-4],True,3,3,138.6
4499,4383,27,OffSeason,[2-3],Standard,[0-160],[2-2],True,2,2,150.0
4500,4384,423,LowSeason,[2-3],Nonref,[0-160],[2-2],False,3,2,150.0
4501,4385,426,LowSeason,[2-3],Nonref,[0-160],[1-1],False,3,1,102.35
4502,4386,391,LowSeason,[4-7],Nonref,[0-160],[2-2],True,5,2,132.8
4503,4387,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,2,4,150.0
4504,4388,599,Christmas,[4-7],Standard,[160-260],[3-4],True,5,3,217.6
4505,4389,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,2,3,150.0
4506,4390,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,2,4,120.0
4507,4391,389,OffSeason,[0-1],Nonref,[160-260],[2-2],True,1,2,184.0
4508,4392,412,LowSeason,[4-7],Nonref,[0-160],[3-4],True,7,3,148.86
4509,4393,28,OffSeason,[2-3],Standard,[0-160],[3-4],True,2,4,154.0
4510,4394,600,LowSeason,[4-7],Nonref,[0-160],[3-4],False,4,3,115.0
4511,4395,412,LowSeason,[4-7],Nonref,[0-160],[3-4],True,4,3,149.5
4512,4396,46,OffSeason,[2-3],Standard,[160-260],[3-4],False,3,4,161.1
4513,706,394,LowSeason,[2-3],Standard,[0-160],[3-4],True,2,4,0.0
4514,4397,106,OffSeason,[4-7],Nonref,[0-160],[3-4],True,5,3,115.0
4515,4398,582,LowSeason,[0-1],Nonref,[160-260],[5-inf],False,1,5,161.0
4516,4399,257,OffSeason,[4-7],Nonref,[260-360],[3-4],True,7,3,288.0
4517,4401,6,OffSeason,[2-3],Standard,[160-260],[5-inf],True,3,8,172.8
4518,4402,554,LowSeason,[0-1],Nonref,[0-160],[3-4],False,1,3,122.82
4519,4403,601,WinterVacation,[2-3],Nonref,[160-260],[1-1],True,2,1,230.0
4520,4404,417,LowSeason,[2-3],Nonref,[0-160],[3-4],False,3,4,115.0
4521,1287,83,OffSeason,[2-3],Nonref,[0-160],[2-2],False,2,2,128.76
4522,4405,423,LowSeason,[2-3],Nonref,[0-160],[2-2],False,2,2,109.0
4523,4406,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,2,2,115.0
4524,4407,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,2,3,115.0
4525,4408,564,LowSeason,[0-1],Nonref,[0-160],[1-1],False,1,1,144.0
4526,4259,548,LowSeason,[2-3],Standard,[0-160],[2-2],True,3,2,0.0
4527,4304,14,LowSeason,[4-7],Standard,[0-160],[3-4],True,6,4,142.4
4528,4200,598,OffSeason,[0-1],Standard,[160-260],[5-inf],False,1,6,230.0
4529,4409,48,OffSeason,[2-3],Standard,[260-360],[5-inf],True,2,6,282.0
4530,4410,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,149.67
4531,4411,602,OffSeason,[0-1],Nonref,[0-160],[1-1],False,1,1,132.0
4532,4412,48,OffSeason,[2-3],Standard,[260-360],[5-inf],True,3,5,260.26
4533,4413,118,OffSeason,[2-3],Nonref,[160-260],[3-4],True,2,3,160.5
4534,4414,412,LowSeason,[4-7],Nonref,[0-160],[3-4],True,4,3,123.75
4535,4415,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False,1,2,98.76
4536,4416,454,LowSeason,[2-3],Standard,[0-160],[3-4],False,2,4,111.25
4537,4417,554,LowSeason,[0-1],Nonref,[0-160],[3-4],False,1,4,150.0
4538,96,6,OffSeason,[2-3],Standard,[160-260],[5-inf],True,3,5,189.0
4539,4296,428,LowSeason,[2-3],Nonref,[160-260],[5-inf],False,2,5,161.0
4540,4419,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,3,3,142.33
4541,4420,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False,1,2,97.01
4542,4421,47,OffSeason,[2-3],Standard,[0-160],[3-4],False,2,4,115.0
4543,4422,97,OffSeason,[4-7],Nonref,[160-260],[5-inf],True,5,5,161.0
4544,4423,569,OffSeason,[0-1],Nonref,[0-160],[2-2],False,1,2,115.0
4545,4424,138,OffSeason,[4-7],Nonref,[260-360],[5-inf],True,5,5,345.0
4546,4425,118,OffSeason,[2-3],Nonref,[160-260],[3-4],True,3,4,172.67
4547,4402,422,LowSeason,[0-1],Standard,[0-160],[3-4],False,1,3,122.82
4548,4107,39,OffSeason,[8-inf],Standard,[0-160],[2-2],True,18,2,146.56
4549,4426,584,WinterVacation,[2-3],Standard,[160-260],[5-inf],True,2,5,184.5
4550,268,426,LowSeason,[2-3],Nonref,[0-160],[1-1],False,2,1,115.0
4551,4427,569,OffSeason,[0-1],Nonref,[0-160],[2-2],False,1,2,97.01
4552,1537,565,LowSeason,[0-1],Standard,[0-160],[2-2],False,1,2,130.0
4553,4428,6,OffSeason,[2-3],Standard,[160-260],[5-inf],True,3,5,205.0
4554,4429,179,OffSeason,[0-1],Nonref,[160-260],[1-1],False,1,1,173.0
4555,4430,29,OffSeason,[2-3],Standard,[0-160],[1-1],True,3,1,156.67
4556,4431,83,OffSeason,[2-3],Nonref,[0-160],[2-2],False,2,2,103.5
4557,4432,434,LowSeason,[0-1],Nonref,[160-260],[2-2],False,1,2,180.0
4558,4433,44,OffSeason,[2-3],Standard,[160-260],[2-2],True,3,2,173.33
4559,4434,30,OffSeason,[4-7],Standard,[0-160],[2-2],True,7,2,134.29
4560,4435,83,OffSeason,[2-3],Nonref,[0-160],[2-2],False,3,2,142.17
4561,4437,28,OffSeason,[2-3],Standard,[0-160],[3-4],True,3,3,112.27
4562,4438,603,NewYear,[2-3],Nonref,[260-360],[3-4],True,3,4,310.5
4563,4439,86,OffSeason,[4-7],Nonref,[0-160],[2-2],False,5,2,100.52
4564,4440,28,OffSeason,[2-3],Standard,[0-160],[3-4],True,3,3,123.33
4565,4441,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,3,3,134.67
4566,4442,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,2,2,138.0
4567,4443,192,OffSeason,[0-1],Standard,[0-160],[2-2],False,1,2,115.2
4568,4445,44,OffSeason,[2-3],Standard,[160-260],[2-2],True,2,2,173.0
4569,4446,177,OffSeason,[0-1],Standard,[0-160],[1-1],False,1,1,128.0
4570,4447,214,OffSeason,[2-3],Standard,[160-260],[2-2],False,3,2,256.0
4571,4296,212,OffSeason,[0-1],Standard,[0-160],[5-inf],False,1,6,140.0
4572,4448,83,OffSeason,[2-3],Nonref,[0-160],[2-2],False,2,2,103.5
4573,4449,28,OffSeason,[2-3],Standard,[0-160],[3-4],True,3,4,148.67
4574,1287,185,OffSeason,[4-7],Nonref,[160-260],[3-4],False,4,3,177.75
4575,4450,92,OffSeason,[4-7],Nonref,[0-160],[2-2],True,4,2,141.0
4576,4451,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,134.33
4577,4452,27,OffSeason,[2-3],Standard,[0-160],[2-2],True,2,2,150.0
4578,4453,569,OffSeason,[0-1],Nonref,[0-160],[2-2],False,1,2,120.0
4579,4454,28,OffSeason,[2-3],Standard,[0-160],[3-4],True,2,3,140.0
4580,4455,28,OffSeason,[2-3],Standard,[0-160],[3-4],True,3,4,139.0
4581,4456,27,OffSeason,[2-3],Standard,[0-160],[2-2],True,2,2,107.5
4582,4457,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,129.67
4583,4458,199,OffSeason,[4-7],Standard,[160-260],[5-inf],True,4,5,230.0
4584,4459,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,3,4,150.0
4585,4460,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,3,4,138.0
4586,4462,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,2,2,150.0
4587,4463,604,OffSeason,[0-1],Nonref,[0-160],[3-4],False,1,4,112.5
4588,4464,50,OffSeason,[4-7],Standard,[160-260],[3-4],True,4,4,256.0
4589,4465,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,3,4,140.33
4590,4466,374,OffSeason,[0-1],Standard,[160-260],[3-4],True,1,3,166.0
4591,4467,581,LowSeason,[8-inf],Standard,[0-160],[3-4],True,20,4,0.0
4592,4467,605,LowSeason,[0-1],Standard,,[3-4],True,1,4,3174.0
4593,4468,106,OffSeason,[4-7],Nonref,[0-160],[3-4],True,4,3,126.45
4594,4469,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,98.76
4595,4470,223,OffSeason,[4-7],Nonref,[160-260],[3-4],True,4,3,182.0
4596,4471,173,OffSeason,[2-3],Nonref,[160-260],[2-2],True,3,2,164.0
4597,1281,151,OffSeason,[2-3],Nonref,[0-160],[3-4],False,2,3,149.38
4598,4472,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,2,3,115.0
4599,4473,606,OffSeason,[0-1],Nonref,[0-160],[2-2],True,1,2,115.0
4600,4474,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,3,3,88.88
4601,4475,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,2,4,160.0
4602,4476,178,OffSeason,[2-3],Nonref,[0-160],[1-1],True,3,1,145.67
4603,4477,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,2,2,120.0
4604,4478,83,OffSeason,[2-3],Nonref,[0-160],[2-2],False,2,2,113.03
4605,4479,28,OffSeason,[2-3],Standard,[0-160],[3-4],True,2,4,120.0
4606,4480,604,OffSeason,[0-1],Nonref,[0-160],[3-4],False,1,4,103.5
4607,4481,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,2,3,121.0
4608,1,30,OffSeason,[4-7],Standard,[0-160],[2-2],True,4,2,103.95
4609,4482,118,OffSeason,[2-3],Nonref,[160-260],[3-4],True,2,4,183.0
4610,4483,191,OffSeason,[0-1],Standard,[0-160],[3-4],False,1,4,120.0
4611,4484,177,OffSeason,[0-1],Standard,[0-160],[1-1],False,1,1,128.0
4612,4485,94,OffSeason,[2-3],Nonref,[160-260],[5-inf],True,2,5,161.0
4613,4486,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,120.67
4614,4487,27,OffSeason,[2-3],Standard,[0-160],[2-2],True,2,2,115.2
4615,2798,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,3,3,138.0
4616,4488,607,OffSeason,[0-1],Nonref,[0-160],[3-4],True,1,3,160.0
4617,4489,607,OffSeason,[0-1],Nonref,[0-160],[3-4],True,1,4,150.0
4618,4490,91,WinterVacation,[2-3],Nonref,[0-160],[2-2],True,2,2,54.0
4619,4491,608,OffSeason,[0-1],Nonref,[0-160],[1-1],True,1,1,137.0
4620,4492,31,OffSeason,[2-3],Standard,[160-260],[3-4],True,2,4,165.0
4621,4493,178,OffSeason,[2-3],Nonref,[0-160],[1-1],True,2,1,129.04
4622,4494,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,98.41
4623,4495,106,OffSeason,[4-7],Nonref,[0-160],[3-4],True,5,3,115.0
4624,4496,607,OffSeason,[0-1],Nonref,[0-160],[3-4],True,1,4,137.0
4625,4497,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,2,2,138.0
4626,4498,30,OffSeason,[4-7],Standard,[0-160],[2-2],True,5,2,157.8
4627,1371,57,WinterVacation,[2-3],Standard,[0-160],[3-4],True,2,4,154.0
4628,4499,173,OffSeason,[2-3],Nonref,[160-260],[2-2],True,2,2,160.5
4629,4502,106,OffSeason,[4-7],Nonref,[0-160],[3-4],True,6,3,101.18
4630,4503,146,OffSeason,[4-7],Nonref,[0-160],[3-4],False,4,3,115.0
4631,4504,609,OffSeason,[0-1],Standard,[160-260],[5-inf],True,1,5,161.0
4632,4505,37,OffSeason,[4-7],Standard,[0-160],[2-2],False,4,2,115.0
4633,4506,223,OffSeason,[4-7],Nonref,[160-260],[3-4],True,4,3,217.5
4634,4507,27,OffSeason,[2-3],Standard,[0-160],[2-2],True,2,2,120.0
4635,4508,40,OffSeason,[0-1],Standard,[0-160],[3-4],True,1,3,127.0
4636,4509,25,OffSeason,[2-3],Standard,[0-160],[5-inf],False,2,6,154.0
4637,4510,47,OffSeason,[2-3],Standard,[0-160],[3-4],False,3,4,114.3
4638,4511,47,OffSeason,[2-3],Standard,[0-160],[3-4],False,2,3,127.0
4639,4042,19,OffSeason,[4-7],Standard,[0-160],[1-1],True,4,1,125.04
4640,4512,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,2,4,159.98
4641,4513,83,OffSeason,[2-3],Nonref,[0-160],[2-2],False,3,2,104.46
4642,4514,569,OffSeason,[0-1],Nonref,[0-160],[2-2],False,1,2,115.0
4643,4515,610,OffSeason,[0-1],Standard,[160-260],[3-4],False,1,4,184.4
4644,4516,178,OffSeason,[2-3],Nonref,[0-160],[1-1],True,2,1,157.82
4645,4517,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,2,4,137.5
4646,4518,31,OffSeason,[2-3],Standard,[160-260],[3-4],True,3,4,184.5
4647,4519,611,NewYear,[2-3],Standard,[0-160],[2-2],True,3,2,115.2
4648,4520,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,88.88
4649,4522,86,OffSeason,[4-7],Nonref,[0-160],[2-2],False,4,2,88.88
4650,4523,380,OffSeason,[0-1],Standard,[160-260],[2-2],False,1,2,184.0
4651,4524,26,OffSeason,[2-3],Standard,[0-160],[2-2],False,2,2,96.0
4652,4525,31,OffSeason,[2-3],Standard,[160-260],[3-4],True,3,3,230.0
4653,4526,223,OffSeason,[4-7],Nonref,[160-260],[3-4],True,4,3,161.0
4654,4527,612,NewYear,[4-7],Nonref,[360-500],[5-inf],True,4,5,403.0
4655,4528,151,OffSeason,[2-3],Nonref,[0-160],[3-4],False,3,4,88.87
4656,4530,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,115.0
4657,4163,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,2,4,120.0
4658,4531,106,OffSeason,[4-7],Nonref,[0-160],[3-4],True,4,3,115.0
4659,4532,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,2,2,115.0
4660,4533,604,OffSeason,[0-1],Nonref,[0-160],[3-4],False,1,3,101.2
4661,4534,151,OffSeason,[2-3],Nonref,[0-160],[3-4],False,2,3,127.0
4662,4535,27,OffSeason,[2-3],Standard,[0-160],[2-2],True,3,2,128.0
4663,4536,26,OffSeason,[2-3],Standard,[0-160],[2-2],False,2,2,97.01
4664,4537,27,OffSeason,[2-3],Standard,[0-160],[2-2],True,3,2,136.67
4665,4538,89,OffSeason,[0-1],Nonref,[160-260],[5-inf],False,1,6,190.6
4666,4539,86,OffSeason,[4-7],Nonref,[0-160],[2-2],False,4,2,88.88
4667,4524,26,OffSeason,[2-3],Standard,[0-160],[2-2],False,3,2,96.0
4668,4540,151,OffSeason,[2-3],Nonref,[0-160],[3-4],False,2,4,107.9
4669,2889,401,OffSeason,[2-3],Standard,[160-260],[1-1],False,3,1,184.43
4670,4541,6,OffSeason,[2-3],Standard,[160-260],[5-inf],True,3,6,184.5
4671,4542,158,OffSeason,[2-3],Nonref,[0-160],[5-inf],True,2,5,143.29
4672,4543,106,OffSeason,[4-7],Nonref,[0-160],[3-4],True,7,3,138.0
4673,4544,83,OffSeason,[2-3],Nonref,[0-160],[2-2],False,2,2,111.2
4674,4545,45,OffSeason,[4-7],Standard,[0-160],[3-4],True,4,4,153.5
4675,4047,29,OffSeason,[2-3],Standard,[0-160],[1-1],True,2,1,100.0
4676,4546,172,OffSeason,[8-inf],Nonref,[0-160],[2-2],True,9,2,132.11
4677,4547,118,OffSeason,[2-3],Nonref,[160-260],[3-4],True,2,4,184.0
4678,4548,151,OffSeason,[2-3],Nonref,[0-160],[3-4],False,2,4,122.82
4679,4549,41,OffSeason,[0-1],Standard,[0-160],[1-1],True,1,1,100.0
4680,4550,237,OffSeason,[0-1],Standard,[0-160],[2-2],True,1,2,141.0
4681,4551,29,OffSeason,[2-3],Standard,[0-160],[1-1],True,2,1,100.0
4682,4552,178,OffSeason,[2-3],Nonref,[0-160],[1-1],True,2,1,138.0
4683,4553,25,OffSeason,[2-3],Standard,[0-160],[5-inf],False,2,6,0.0
4684,4554,27,OffSeason,[2-3],Standard,[0-160],[2-2],True,3,2,115.2
4685,4555,92,OffSeason,[4-7],Nonref,[0-160],[2-2],True,6,2,103.5
4686,4556,569,OffSeason,[0-1],Nonref,[0-160],[2-2],False,1,2,108.99
4687,4557,92,OffSeason,[4-7],Nonref,[0-160],[2-2],True,4,2,124.2
4688,4558,191,OffSeason,[0-1],Standard,[0-160],[3-4],False,1,4,112.3
4689,4559,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,89.54
4690,4560,178,OffSeason,[2-3],Nonref,[0-160],[1-1],True,2,1,102.35
4691,4561,83,OffSeason,[2-3],Nonref,[0-160],[2-2],False,3,2,159.98
4692,4562,83,OffSeason,[2-3],Nonref,[0-160],[2-2],False,3,2,127.0
4693,4563,62,WinterVacation,[0-1],Standard,[0-160],[3-4],False,1,3,115.0
4694,4564,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,2,4,138.0
4695,4565,91,WinterVacation,[2-3],Nonref,[0-160],[2-2],True,2,2,108.99
4696,4566,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,103.5
4697,4567,136,OffSeason,[2-3],Nonref,[160-260],[5-inf],False,2,5,230.0
4698,4568,604,OffSeason,[0-1],Nonref,[0-160],[3-4],False,1,3,115.0
